file_path,Unnamed: 0,year,pond,date,Lcapito,score,time_stamp
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150307_211000.wav,515,2015,7a,2015-03-07 21:10:00,0.0,20.991905174019514,235.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150505_004900.wav,516,2015,7a,2015-05-05 00:49:00,0.0,16.93263794086354,79.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150306_231000.wav,517,2015,7a,2015-03-06 23:10:00,0.0,16.523243270042997,247.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150205_224700.wav,519,2015,7a,2015-02-05 22:47:00,0.0,15.314698467379669,294.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150307_001000.wav,520,2015,7a,2015-03-07 00:10:00,0.0,16.9538686525448,7.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150305_190900.wav,522,2015,7a,2015-03-05 19:09:00,0.0,16.855100491302547,184.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150217_225700.wav,523,2015,7a,2015-02-17 22:57:00,0.0,19.031959994191997,49.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150306_201000.wav,527,2015,7a,2015-03-06 20:10:00,0.0,17.742626927641755,219.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150503_004800.wav,530,2015,7a,2015-05-03 00:48:00,0.0,16.891162552094308,147.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150314_211500.wav,531,2015,7a,2015-03-14 21:15:00,1.0,6.7947874810505065,297.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150217_205700.wav,532,2015,7a,2015-02-17 20:57:00,0.0,21.53835042129361,154.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150307_221000.wav,533,2015,7a,2015-03-07 22:10:00,0.0,22.425768640227282,279.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150510_205300.wav,534,2015,7a,2015-05-10 20:53:00,0.0,15.811865845775005,211.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150204_234600.wav,535,2015,7a,2015-02-04 23:46:00,0.0,17.752994019863543,7.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150504_204900.wav,536,2015,7a,2015-05-04 20:49:00,0.0,13.758925537895323,222.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150313_211400.wav,537,2015,7a,2015-03-13 21:14:00,1.0,8.29729758836606,9.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150219_225800.wav,539,2015,7a,2015-02-19 22:58:00,0.0,13.75124907997667,181.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150321_232000.wav,540,2015,7a,2015-03-21 23:20:00,0.0,21.149532542700626,241.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150307_201000.wav,541,2015,7a,2015-03-07 20:10:00,0.0,12.197234828000509,261.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150404_222900.wav,543,2015,7a,2015-04-04 22:29:00,0.0,21.89754409702131,186.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150223_220100.wav,544,2015,7a,2015-02-23 22:01:00,0.0,14.818387369414893,183.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150411_193400.wav,545,2015,7a,2015-04-11 19:34:00,0.0,19.866626665770674,40.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150404_192900.wav,546,2015,7a,2015-04-04 19:29:00,0.0,16.572923267694485,30.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150321_192000.wav,547,2015,7a,2015-03-21 19:20:00,0.0,14.596895830395649,202.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150307_191000.wav,550,2015,7a,2015-03-07 19:10:00,0.0,12.642627917760183,91.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150219_215800.wav,551,2015,7a,2015-02-19 21:58:00,0.0,15.712375549920772,156.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150509_215200.wav,555,2015,7a,2015-05-09 21:52:00,0.0,15.316083031382933,43.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150504_214900.wav,556,2015,7a,2015-05-04 21:49:00,0.0,18.358695833151508,205.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150218_185700.wav,557,2015,7a,2015-02-18 18:57:00,0.0,20.57514845623391,211.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150204_204600.wav,558,2015,7a,2015-02-04 20:46:00,0.0,14.24892815249492,184.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150217_195700.wav,559,2015,7a,2015-02-17 19:57:00,0.0,15.635399760054874,70.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150509_205200.wav,561,2015,7a,2015-05-09 20:52:00,0.0,15.379729544211322,6.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150402_202800.wav,562,2015,7a,2015-04-02 20:28:00,1.0,21.37683586842347,187.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150417_003700.wav,564,2015,7a,2015-04-17 00:37:00,0.0,13.396456913179172,201.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150223_230100.wav,566,2015,7a,2015-02-23 23:01:00,0.0,19.186229003301374,109.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150502_224800.wav,567,2015,7a,2015-05-02 22:48:00,0.0,16.339062313811677,187.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150416_213700.wav,568,2015,7a,2015-04-16 21:37:00,0.0,11.349100679879442,138.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150203_224500.wav,569,2015,7a,2015-02-03 22:45:00,0.0,23.265779652544833,289.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150509_235200.wav,570,2015,7a,2015-05-09 23:52:00,0.0,14.303573559503754,250.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150419_223900.wav,572,2015,7a,2015-04-19 22:39:00,0.0,28.32172052375757,37.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150204_184600.wav,573,2015,7a,2015-02-04 18:46:00,0.0,8.5934814369411,106.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150204_194600.wav,574,2015,7a,2015-02-04 19:46:00,0.0,9.885177676305203,67.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150511_215400.wav,577,2015,7a,2015-05-11 21:54:00,0.0,15.464393577660188,205.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150224_230200.wav,578,2015,7a,2015-02-24 23:02:00,0.0,18.802486591717688,271.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150223_210100.wav,579,2015,7a,2015-02-23 21:01:00,0.0,25.431491052519423,84.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150203_234500.wav,580,2015,7a,2015-02-03 23:45:00,0.0,19.14062275099912,166.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150402_192800.wav,582,2015,7a,2015-04-02 19:28:00,0.0,13.096575972843755,276.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150224_200200.wav,583,2015,7a,2015-02-24 20:02:00,0.0,15.222122499234368,246.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150320_221900.wav,585,2015,7a,2015-03-20 22:19:00,0.0,26.426425910876556,165.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150509_225200.wav,586,2015,7a,2015-05-09 22:52:00,0.0,14.356168384666,237.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150313_191400.wav,587,2015,7a,2015-03-13 19:14:00,0.0,11.167053698932023,73.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150510_005200.wav,588,2015,7a,2015-05-10 00:52:00,0.0,8.666253351450713,238.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150321_001900.wav,589,2015,7a,2015-03-21 00:19:00,0.0,10.071411393301377,40.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150419_213900.wav,590,2015,7a,2015-04-19 21:39:00,0.0,12.213710795178766,106.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150416_203700.wav,592,2015,7a,2015-04-16 20:37:00,0.0,12.47283722233271,234.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150220_005800.wav,593,2015,7a,2015-02-20 00:58:00,0.0,13.981329829132115,45.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150417_233700.wav,594,2015,7a,2015-04-17 23:37:00,0.0,16.756509004362503,204.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150314_221500.wav,597,2015,7a,2015-03-14 22:15:00,1.0,19.098120884812943,195.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150321_212000.wav,598,2015,7a,2015-03-21 21:20:00,0.0,10.489072506426542,202.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150322_222000.wav,602,2015,7a,2015-03-22 22:20:00,0.0,15.248015647392227,129.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150430_214600.wav,603,2015,7a,2015-04-30 21:46:00,0.0,12.474682934329033,12.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150416_193700.wav,605,2015,7a,2015-04-16 19:37:00,0.0,12.660874349321167,198.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150316_001600.wav,608,2015,7a,2015-03-16 00:16:00,0.0,4.15463934669477,178.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150411_003300.wav,609,2015,7a,2015-04-11 00:33:00,0.0,14.145225169585839,121.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150219_185800.wav,610,2015,7a,2015-02-19 18:58:00,0.0,16.090665213165668,285.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150405_223000.wav,611,2015,7a,2015-04-05 22:30:00,0.0,16.497003397367937,250.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150512_235400.wav,612,2015,7a,2015-05-12 23:54:00,0.0,17.864343773796417,36.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150226_230400.wav,616,2015,7a,2015-02-26 23:04:00,0.0,17.405403096520853,282.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150323_002000.wav,617,2015,7a,2015-03-23 00:20:00,0.0,13.856200493238763,262.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150510_235300.wav,619,2015,7a,2015-05-10 23:53:00,0.0,9.215224304018658,226.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150409_213200.wav,620,2015,7a,2015-04-09 21:32:00,0.0,15.088254856897233,175.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150412_203400.wav,621,2015,7a,2015-04-12 20:34:00,0.0,16.548390303498735,292.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150202_234400.wav,622,2015,7a,2015-02-02 23:44:00,0.0,12.88948239671898,105.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150411_213400.wav,623,2015,7a,2015-04-11 21:34:00,0.0,15.824228096691993,288.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150412_223400.wav,624,2015,7a,2015-04-12 22:34:00,0.0,14.045705237922737,16.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150512_215400.wav,625,2015,7a,2015-05-12 21:54:00,0.0,15.452161837057941,150.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150322_212000.wav,626,2015,7a,2015-03-22 21:20:00,0.0,17.14335153963597,4.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150226_210400.wav,628,2015,7a,2015-02-26 21:04:00,0.0,15.529146483217938,238.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150313_001400.wav,630,2015,7a,2015-03-13 00:14:00,0.0,7.486743679726256,174.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150416_233700.wav,631,2015,7a,2015-04-16 23:37:00,0.0,10.67829796975528,39.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150224_000100.wav,632,2015,7a,2015-02-24 00:01:00,0.0,18.150379493531,117.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150308_231100.wav,633,2015,7a,2015-03-08 23:11:00,0.0,6.105466466055051,268.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150513_005400.wav,634,2015,7a,2015-05-13 00:54:00,0.0,9.989055181883833,0.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150509_005200.wav,635,2015,7a,2015-05-09 00:52:00,0.0,10.758298531958188,273.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150315_201600.wav,638,2015,7a,2015-03-15 20:16:00,1.0,3.5952963004370897,148.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150223_190100.wav,639,2015,7a,2015-02-23 19:01:00,0.0,16.275981458774815,87.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150411_223400.wav,641,2015,7a,2015-04-11 22:34:00,0.0,14.388392161947255,27.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150409_233200.wav,642,2015,7a,2015-04-09 23:32:00,0.0,16.9034052438823,223.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150508_225200.wav,643,2015,7a,2015-05-08 22:52:00,0.0,11.712440489870337,43.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150322_232000.wav,644,2015,7a,2015-03-22 23:20:00,0.0,16.98076556341745,111.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150511_235400.wav,645,2015,7a,2015-05-11 23:54:00,0.0,9.305582514753631,43.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150320_211900.wav,646,2015,7a,2015-03-20 21:19:00,0.0,11.89843447472617,244.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150511_205400.wav,648,2015,7a,2015-05-11 20:54:00,0.0,13.406112284980791,51.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150508_235200.wav,649,2015,7a,2015-05-08 23:52:00,0.0,12.69959383777261,189.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150312_221400.wav,651,2015,7a,2015-03-12 22:14:00,0.0,12.581094143414623,88.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150512_005400.wav,652,2015,7a,2015-05-12 00:54:00,0.0,8.89852024740832,157.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150508_215200.wav,654,2015,7a,2015-05-08 21:52:00,0.0,14.123836998185045,51.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150202_214400.wav,655,2015,7a,2015-02-02 21:44:00,0.0,17.528457957961006,13.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150413_003400.wav,656,2015,7a,2015-04-13 00:34:00,0.0,12.09889458432476,165.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150411_233400.wav,657,2015,7a,2015-04-11 23:34:00,0.0,10.66582784411267,289.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150510_225300.wav,660,2015,7a,2015-05-10 22:53:00,0.0,9.687941872798456,66.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150412_233400.wav,661,2015,7a,2015-04-12 23:34:00,0.0,14.535890387599938,217.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150508_205200.wav,663,2015,7a,2015-05-08 20:52:00,0.0,7.775511075848804,283.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150511_225400.wav,664,2015,7a,2015-05-11 22:54:00,0.0,5.101794780413872,295.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150312_201400.wav,665,2015,7a,2015-03-12 20:14:00,0.0,4.107734687140982,184.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150511_005300.wav,666,2015,7a,2015-05-11 00:53:00,0.0,4.685441608394467,240.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150412_213400.wav,667,2015,7a,2015-04-12 21:34:00,0.0,20.6322558498248,84.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150223_200100.wav,668,2015,7a,2015-02-23 20:01:00,0.0,8.779879204951209,70.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150512_225400.wav,669,2015,7a,2015-05-12 22:54:00,0.0,11.429177216309524,172.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150410_223300.wav,671,2015,7a,2015-04-10 22:33:00,0.0,11.726796282240866,183.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150308_221100.wav,672,2015,7a,2015-03-08 22:11:00,0.0,0.5891068108108335,180.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150412_003400.wav,674,2015,7a,2015-04-12 00:34:00,0.0,14.084925942464965,106.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150202_204400.wav,675,2015,7a,2015-02-02 20:44:00,0.0,13.0695440238673,13.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150410_233300.wav,677,2015,7a,2015-04-10 23:33:00,0.0,12.584690031229583,234.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150309_001100.wav,678,2015,7a,2015-03-09 00:11:00,0.0,8.63810604439833,148.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150510_215300.wav,679,2015,7a,2015-05-10 21:53:00,0.0,11.082920032607195,126.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150410_003200.wav,680,2015,7a,2015-04-10 00:32:00,0.0,12.282156531134818,202.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150312_211400.wav,681,2015,7a,2015-03-12 21:14:00,0.0,13.984678868358126,217.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150312_191400.wav,682,2015,7a,2015-03-12 19:14:00,0.0,13.021355816348168,79.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150308_211100.wav,684,2015,7a,2015-03-08 21:11:00,0.0,0.16190380480092478,49.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150312_231400.wav,686,2015,7a,2015-03-12 23:14:00,0.0,8.404853229516156,288.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150410_213300.wav,687,2015,7a,2015-04-10 21:33:00,0.0,9.584166863329857,108.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150314_201500.wav,688,2015,7a,2015-03-14 20:15:00,1.0,0.81948443753129,39.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150315_231600.wav,690,2015,7a,2015-03-15 23:16:00,0.0,1.3555545865605008,250.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150315_211600.wav,691,2015,7a,2015-03-15 21:16:00,0.0,1.5920328360656937,130.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150226_190400.wav,692,2015,7a,2015-02-26 19:04:00,0.0,10.239482695046428,222.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150315_221600.wav,693,2015,7a,2015-03-15 22:16:00,1.0,2.3422704656105617,30.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150308_201100.wav,694,2015,7a,2015-03-08 20:11:00,0.0,0.013323681044625451,166.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150226_220400.wav,698,2015,7a,2015-02-26 22:04:00,0.0,1.6242854568314207,211.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150313_201400.wav,699,2015,7a,2015-03-13 20:14:00,0.0,0.31067011693271007,40.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150205_234700.wav,701,2015,7a,2015-02-05 23:47:00,0.0,2.0039115667434757,181.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150308_191100.wav,702,2015,7a,2015-03-08 19:11:00,0.0,0.00036739945546222455,133.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150226_200400.wav,703,2015,7a,2015-02-26 20:04:00,0.0,0.0,0.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150509_005200.wav,704,2015,3a,2015-05-09 00:52:00,0.0,16.414666576711856,199.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150320_201900.wav,705,2015,3a,2015-03-20 20:19:00,0.0,65.52611671954497,81.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150218_225700.wav,707,2015,3a,2015-02-18 22:57:00,0.0,23.787688374976387,232.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150218_215700.wav,708,2015,3a,2015-02-18 21:57:00,0.0,21.10501386530193,51.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150217_005600.wav,709,2015,3a,2015-02-17 00:56:00,0.0,17.40521896113986,214.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150216_185600.wav,710,2015,3a,2015-02-16 18:56:00,0.0,32.46510041274347,253.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150307_221000.wav,711,2015,3a,2015-03-07 22:10:00,0.0,23.972906217153593,264.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150305_200900.wav,712,2015,3a,2015-03-05 20:09:00,0.0,18.850742749508832,96.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150403_202800.wav,713,2015,3a,2015-04-03 20:28:00,0.0,16.816607763129092,117.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150306_000900.wav,714,2015,3a,2015-03-06 00:09:00,0.0,19.04497014846708,196.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150511_215400.wav,716,2015,3a,2015-05-11 21:54:00,0.0,21.894464651121158,178.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150218_205700.wav,718,2015,3a,2015-02-18 20:57:00,0.0,20.06319201775583,112.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150307_001000.wav,719,2015,3a,2015-03-07 00:10:00,0.0,19.805415232476278,196.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150322_202000.wav,720,2015,3a,2015-03-22 20:20:00,0.0,33.4669464764387,180.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150502_204800.wav,721,2015,3a,2015-05-02 20:48:00,0.0,16.657532011729863,198.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150227_000400.wav,722,2015,3a,2015-02-27 00:04:00,0.0,20.049272843691814,198.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150216_225600.wav,723,2015,3a,2015-02-16 22:56:00,0.0,24.136295042326882,25.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150305_230900.wav,724,2015,3a,2015-03-05 23:09:00,0.0,29.156768578318598,106.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150315_191600.wav,725,2015,3a,2015-03-15 19:16:00,0.0,17.42278010961038,102.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150403_222800.wav,726,2015,3a,2015-04-03 22:28:00,0.0,16.167923652985976,232.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150403_212800.wav,727,2015,3a,2015-04-03 21:28:00,0.0,17.207853237801288,27.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150430_204600.wav,728,2015,3a,2015-04-30 20:46:00,0.0,18.34363604707321,103.5
