,file_path,year,pond,date,Lcapito
742,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150219_005700.wav,2015,3a,2015-02-19 00:57:00,0.0
743,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150416_223700.wav,2015,3a,2015-04-16 22:37:00,0.0
744,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150404_202900.wav,2015,3a,2015-04-04 20:29:00,0.0
745,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150226_210400.wav,2015,3a,2015-02-26 21:04:00,0.0
746,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150402_222800.wav,2015,3a,2015-04-02 22:28:00,0.0
747,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150322_002000.wav,2015,3a,2015-03-22 00:20:00,0.0
748,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150306_231000.wav,2015,3a,2015-03-06 23:10:00,0.0
749,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150403_192800.wav,2015,3a,2015-04-03 19:28:00,0.0
751,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150217_215700.wav,2015,3a,2015-02-17 21:57:00,0.0
752,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150412_223400.wav,2015,3a,2015-04-12 22:34:00,0.0
756,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150217_225700.wav,2015,3a,2015-02-17 22:57:00,0.0
758,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150409_213200.wav,2015,3a,2015-04-09 21:32:00,0.0
759,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150417_213700.wav,2015,3a,2015-04-17 21:37:00,0.0
760,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150404_192900.wav,2015,3a,2015-04-04 19:29:00,0.0
761,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150225_230300.wav,2015,3a,2015-02-25 23:03:00,0.0
762,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150223_190100.wav,2015,3a,2015-02-23 19:01:00,0.0
763,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150411_193400.wav,2015,3a,2015-04-11 19:34:00,0.0
765,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150504_214900.wav,2015,3a,2015-05-04 21:49:00,0.0
767,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150511_205400.wav,2015,3a,2015-05-11 20:54:00,0.0
768,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150510_235300.wav,2015,3a,2015-05-10 23:53:00,0.0
770,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150306_191000.wav,2015,3a,2015-03-06 19:10:00,0.0
771,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150411_233400.wav,2015,3a,2015-04-11 23:34:00,0.0
772,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150512_205400.wav,2015,3a,2015-05-12 20:54:00,0.0
773,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150320_231900.wav,2015,3a,2015-03-20 23:19:00,0.0
775,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150409_223200.wav,2015,3a,2015-04-09 22:32:00,0.0
778,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150503_004800.wav,2015,3a,2015-05-03 00:48:00,0.0
780,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150411_213400.wav,2015,3a,2015-04-11 21:34:00,0.0
781,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150224_210200.wav,2015,3a,2015-02-24 21:02:00,0.0
782,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150313_191400.wav,2015,3a,2015-03-13 19:14:00,0.0
783,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150412_233400.wav,2015,3a,2015-04-12 23:34:00,0.0
785,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150502_214800.wav,2015,3a,2015-05-02 21:48:00,0.0
786,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150308_231100.wav,2015,3a,2015-03-08 23:11:00,0.0
787,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150225_210300.wav,2015,3a,2015-02-25 21:03:00,0.0
788,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150419_193900.wav,2015,3a,2015-04-19 19:39:00,0.0
789,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150225_000200.wav,2015,3a,2015-02-25 00:02:00,0.0
791,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150305_190900.wav,2015,3a,2015-03-05 19:09:00,0.0
792,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150512_215400.wav,2015,3a,2015-05-12 21:54:00,0.0
793,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150403_232800.wav,2015,3a,2015-04-03 23:28:00,0.0
794,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150509_235200.wav,2015,3a,2015-05-09 23:52:00,0.0
795,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150511_225400.wav,2015,3a,2015-05-11 22:54:00,0.0
796,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150307_211000.wav,2015,3a,2015-03-07 21:10:00,0.0
798,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150307_191000.wav,2015,3a,2015-03-07 19:10:00,0.0
799,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150410_213300.wav,2015,3a,2015-04-10 21:33:00,0.0
800,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150320_191900.wav,2015,3a,2015-03-20 19:19:00,0.0
801,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150308_221100.wav,2015,3a,2015-03-08 22:11:00,0.0
802,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150226_190400.wav,2015,3a,2015-02-26 19:04:00,0.0
804,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150412_213400.wav,2015,3a,2015-04-12 21:34:00,0.0
805,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150509_205200.wav,2015,3a,2015-05-09 20:52:00,0.0
807,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150224_220200.wav,2015,3a,2015-02-24 22:02:00,0.0
809,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150417_003700.wav,2015,3a,2015-04-17 00:37:00,0.0
810,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150321_202000.wav,2015,3a,2015-03-21 20:20:00,0.0
811,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150218_195700.wav,2015,3a,2015-02-18 19:57:00,0.0
812,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150504_224900.wav,2015,3a,2015-05-04 22:49:00,0.0
813,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150306_211000.wav,2015,3a,2015-03-06 21:10:00,0.0
814,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150226_000300.wav,2015,3a,2015-02-26 00:03:00,0.0
815,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150405_002900.wav,2015,3a,2015-04-05 00:29:00,0.0
816,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150404_002800.wav,2015,3a,2015-04-04 00:28:00,0.0
817,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150409_203200.wav,2015,3a,2015-04-09 20:32:00,0.0
818,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150504_204900.wav,2015,3a,2015-05-04 20:49:00,0.0
820,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150510_225300.wav,2015,3a,2015-05-10 22:53:00,0.0
821,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150416_203700.wav,2015,3a,2015-04-16 20:37:00,0.0
822,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150510_005200.wav,2015,3a,2015-05-10 00:52:00,0.0
823,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150502_234800.wav,2015,3a,2015-05-02 23:48:00,0.0
825,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150510_215300.wav,2015,3a,2015-05-10 21:53:00,0.0
826,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150410_003200.wav,2015,3a,2015-04-10 00:32:00,0.0
827,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150202_234400.wav,2015,3a,2015-02-02 23:44:00,0.0
829,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150306_201000.wav,2015,3a,2015-03-06 20:10:00,0.0
830,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150223_220100.wav,2015,3a,2015-02-23 22:01:00,0.0
831,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150406_003000.wav,2015,3a,2015-04-06 00:30:00,0.0
832,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150411_203400.wav,2015,3a,2015-04-11 20:34:00,0.0
833,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150202_184400.wav,2015,3a,2015-02-02 18:44:00,0.0
834,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150217_205700.wav,2015,3a,2015-02-17 20:57:00,0.0
835,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150306_221000.wav,2015,3a,2015-03-06 22:10:00,0.0
837,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150405_233000.wav,2015,3a,2015-04-05 23:30:00,0.0
838,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150417_223700.wav,2015,3a,2015-04-17 22:37:00,0.0
839,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150219_215800.wav,2015,3a,2015-02-19 21:58:00,0.0
840,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150409_193200.wav,2015,3a,2015-04-09 19:32:00,0.0
841,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150416_213700.wav,2015,3a,2015-04-16 21:37:00,0.0
846,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150404_222900.wav,2015,3a,2015-04-04 22:29:00,0.0
847,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150412_193400.wav,2015,3a,2015-04-12 19:34:00,0.0
848,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150225_200300.wav,2015,3a,2015-02-25 20:03:00,0.0
849,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150412_203400.wav,2015,3a,2015-04-12 20:34:00,0.0
850,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150405_203000.wav,2015,3a,2015-04-05 20:30:00,0.0
851,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150315_001500.wav,2015,3a,2015-03-15 00:15:00,0.0
852,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150202_214400.wav,2015,3a,2015-02-02 21:44:00,0.0
853,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150321_212000.wav,2015,3a,2015-03-21 21:20:00,0.0
854,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150417_233700.wav,2015,3a,2015-04-17 23:37:00,0.0
855,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150225_220300.wav,2015,3a,2015-02-25 22:03:00,0.0
857,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150416_193700.wav,2015,3a,2015-04-16 19:37:00,0.0
858,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150510_205300.wav,2015,3a,2015-05-10 20:53:00,0.0
859,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150314_231500.wav,2015,3a,2015-03-14 23:15:00,0.0
860,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150509_215200.wav,2015,3a,2015-05-09 21:52:00,0.0
861,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150308_191100.wav,2015,3a,2015-03-08 19:11:00,0.0
862,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150508_235200.wav,2015,3a,2015-05-08 23:52:00,0.0
865,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150418_203800.wav,2015,3a,2015-04-18 20:38:00,0.0
868,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150404_232900.wav,2015,3a,2015-04-04 23:29:00,0.0
869,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150218_005700.wav,2015,3a,2015-02-18 00:57:00,0.0
872,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150312_191400.wav,2015,3a,2015-03-12 19:14:00,0.0
873,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150502_224800.wav,2015,3a,2015-05-02 22:48:00,0.0
874,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150223_210100.wav,2015,3a,2015-02-23 21:01:00,0.0
875,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150411_223400.wav,2015,3a,2015-04-11 22:34:00,0.0
877,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150410_203300.wav,2015,3a,2015-04-10 20:33:00,0.0
878,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150402_192800.wav,2015,3a,2015-04-02 19:28:00,0.0
880,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150313_211400.wav,2015,3a,2015-03-13 21:14:00,0.0
882,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150226_230400.wav,2015,3a,2015-02-26 23:04:00,0.0
884,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150321_222000.wav,2015,3a,2015-03-21 22:20:00,0.0
886,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150202_224400.wav,2015,3a,2015-02-02 22:44:00,0.0
888,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150413_003400.wav,2015,3a,2015-04-13 00:34:00,0.0
893,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150316_001600.wav,2015,3a,2015-03-16 00:16:00,0.0
894,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150404_212900.wav,2015,3a,2015-04-04 21:29:00,0.0
895,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150416_233700.wav,2015,3a,2015-04-16 23:37:00,0.0
898,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150218_185700.wav,2015,3a,2015-02-18 18:57:00,0.0
900,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150418_193800.wav,2015,3a,2015-04-18 19:38:00,0.0
901,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150312_231400.wav,2015,3a,2015-03-12 23:14:00,0.0
902,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150511_005300.wav,2015,3a,2015-05-11 00:53:00,0.0
905,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150418_223800.wav,2015,3a,2015-04-18 22:38:00,0.0
906,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150312_211400.wav,2015,3a,2015-03-12 21:14:00,0.0
907,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150417_193700.wav,2015,3a,2015-04-17 19:37:00,0.0
908,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150409_233200.wav,2015,3a,2015-04-09 23:32:00,0.0
909,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150405_213000.wav,2015,3a,2015-04-05 21:30:00,0.0
910,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150313_001400.wav,2015,3a,2015-03-13 00:14:00,0.0
911,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150314_221500.wav,2015,3a,2015-03-14 22:15:00,0.0
913,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150418_213800.wav,2015,3a,2015-04-18 21:38:00,0.0
914,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150314_191500.wav,2015,3a,2015-03-14 19:15:00,0.0
915,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150313_231400.wav,2015,3a,2015-03-13 23:14:00,0.0
916,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150405_223000.wav,2015,3a,2015-04-05 22:30:00,0.0
917,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150418_233800.wav,2015,3a,2015-04-18 23:38:00,0.0
919,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150430_214600.wav,2015,3a,2015-04-30 21:46:00,0.0
921,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150217_185700.wav,2015,3a,2015-02-17 18:57:00,0.0
923,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150508_205200.wav,2015,3a,2015-05-08 20:52:00,0.0
924,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150312_221400.wav,2015,3a,2015-03-12 22:14:00,0.0
929,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150419_233900.wav,2015,3a,2015-04-19 23:39:00,0.0
941,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150309_001100.wav,2015,3a,2015-03-09 00:11:00,0.0
943,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150307_231000.wav,2015,3a,2015-03-07 23:10:00,0.0
944,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150313_201400.wav,2015,3a,2015-03-13 20:14:00,0.0
946,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150505_004900.wav,2015,3a,2015-05-05 00:49:00,0.0
947,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150417_203700.wav,2015,3a,2015-04-17 20:37:00,0.0
948,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150420_003900.wav,2015,3a,2015-04-20 00:39:00,0.0
952,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150402_202800.wav,2015,3a,2015-04-02 20:28:00,0.0
954,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150511_235400.wav,2015,3a,2015-05-11 23:54:00,0.0
956,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150225_190300.wav,2015,3a,2015-02-25 19:03:00,0.0
957,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150512_225400.wav,2015,3a,2015-05-12 22:54:00,0.0
963,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150405_193000.wav,2015,3a,2015-04-05 19:30:00,0.0
966,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150513_005400.wav,2015,3a,2015-05-13 00:54:00,0.0
968,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150219_195800.wav,2015,3a,2015-02-19 19:58:00,0.0
969,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150322_192000.wav,2015,3a,2015-03-22 19:20:00,0.0
970,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150410_233300.wav,2015,3a,2015-04-10 23:33:00,0.0
971,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150202_204400.wav,2015,3a,2015-02-02 20:44:00,0.0
972,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150418_003700.wav,2015,3a,2015-04-18 00:37:00,0.0
973,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150412_003400.wav,2015,3a,2015-04-12 00:34:00,0.0
974,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150219_205800.wav,2015,3a,2015-02-19 20:58:00,0.0
975,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150321_232000.wav,2015,3a,2015-03-21 23:20:00,0.0
976,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150411_003300.wav,2015,3a,2015-04-11 00:33:00,0.0
977,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150223_200100.wav,2015,3a,2015-02-23 20:01:00,0.0
978,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150224_230200.wav,2015,3a,2015-02-24 23:02:00,0.0
979,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150512_005400.wav,2015,3a,2015-05-12 00:54:00,0.0
980,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150504_234900.wav,2015,3a,2015-05-04 23:49:00,0.0
981,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150402_212800.wav,2015,3a,2015-04-02 21:28:00,0.0
982,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150402_232800.wav,2015,3a,2015-04-02 23:28:00,0.0
983,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150501_004600.wav,2015,3a,2015-05-01 00:46:00,0.0
984,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150226_220400.wav,2015,3a,2015-02-26 22:04:00,0.0
986,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150403_002800.wav,2015,3a,2015-04-03 00:28:00,0.0
987,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150419_223900.wav,2015,3a,2015-04-19 22:39:00,0.0
989,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150419_003800.wav,2015,3a,2015-04-19 00:38:00,0.0
990,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150320_221900.wav,2015,3a,2015-03-20 22:19:00,0.0
991,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150219_225800.wav,2015,3a,2015-02-19 22:58:00,0.0
993,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150217_195700.wav,2015,3a,2015-02-17 19:57:00,0.0
994,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150202_194400.wav,2015,3a,2015-02-02 19:44:00,0.0
996,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150430_234600.wav,2015,3a,2015-04-30 23:46:00,0.0
997,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150320_211900.wav,2015,3a,2015-03-20 21:19:00,0.0
998,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150219_185800.wav,2015,3a,2015-02-19 18:58:00,0.0
1000,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150419_203900.wav,2015,3a,2015-04-19 20:39:00,0.0
1002,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150512_235400.wav,2015,3a,2015-05-12 23:54:00,0.0
1004,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150410_223300.wav,2015,3a,2015-04-10 22:33:00,0.0
1005,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150315_201600.wav,2015,3a,2015-03-15 20:16:00,0.0
1006,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150319_191900.wav,2015,3a,2015-03-19 19:19:00,0.0
1009,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150224_200200.wav,2015,3a,2015-02-24 20:02:00,0.0
1012,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150315_211600.wav,2015,3a,2015-03-15 21:16:00,0.0
1014,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150419_213900.wav,2015,3a,2015-04-19 21:39:00,0.0
